[국회도서관] 공공저작물 권리확인 요청 목록,,,,,,,,,,,,,,,,,,
순번,사이트명,게시판명,게시물 제목,pdf페이지,발행년,기존 공공누리 유형,,개방여부,공공누리유형,,검토불가,단순/업무/비보호,제3자 권리,이미지/첨부파일,초상권,개인정보,의견,비고
139,국회전자도서관,소장자료,국회기록사진첩_vol2_038.jpg,80,1953.5-1957.8,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
140,국회전자도서관,소장자료,국회기록사진첩_vol2_039.jpg,81,1953.5-1957.8,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
141,국회전자도서관,소장자료,국회기록사진첩_vol2_040.jpg,81,1953.5-1957.8,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
142,국회전자도서관,소장자료,국회기록사진첩_vol2_041.jpg,81,1953.5-1957.8,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
143,국회전자도서관,소장자료,국회기록사진첩_vol2_042.jpg,82,1953.5-1957.8,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
144,국회전자도서관,소장자료,국회기록사진첩_vol2_043.jpg,82,1953.5-1957.8,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
145,국회전자도서관,소장자료,국회기록사진첩_vol2_044.jpg,82,1953.5-1957.8,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
146,국회전자도서관,소장자료,국회기록사진첩_vol2_045.jpg,83,1953.5-1957.8,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
147,국회전자도서관,소장자료,국회기록사진첩_vol2_046.jpg,84,1953.5-1957.8,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
148,국회전자도서관,소장자료,국회기록사진첩_vol2_047.jpg,84,1953.5-1957.8,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
149,국회전자도서관,소장자료,국회기록사진첩_vol2_048.jpg,85,1953.5-1957.8,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
150,국회전자도서관,소장자료,국회기록사진첩_vol2_049.jpg,85,1953.5-1957.8,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
151,국회전자도서관,소장자료,국회기록사진첩_vol2_050.jpg,86,1953.5-1957.8,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
152,국회전자도서관,소장자료,국회기록사진첩_vol2_051.jpg,86,1953.5-1957.8,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
153,국회전자도서관,소장자료,국회기록사진첩_vol2_052.jpg,87,1953.5-1957.8,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
154,국회전자도서관,소장자료,국회기록사진첩_vol2_053.jpg,87,1953.5-1957.8,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
155,국회전자도서관,소장자료,국회기록사진첩_vol2_054.jpg,88,1953.5-1957.8,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
156,국회전자도서관,소장자료,국회기록사진첩_vol2_055.jpg,88,1953.5-1957.8,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
157,국회전자도서관,소장자료,국회기록사진첩_vol2_056.jpg,89,1953.5-1957.8,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
158,국회전자도서관,소장자료,국회기록사진첩_vol2_057.jpg,89,1953.5-1957.8,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
159,국회전자도서관,소장자료,국회기록사진첩_vol2_058.jpg,90,1953.5-1957.8,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
160,국회전자도서관,소장자료,국회기록사진첩_vol2_059.jpg,90,1953.5-1957.8,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
161,국회전자도서관,소장자료,국회기록사진첩_vol2_060.jpg,91,1953.5-1957.8,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
162,국회전자도서관,소장자료,국회기록사진첩_vol2_061.jpg,91,1953.5-1957.8,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
163,국회전자도서관,소장자료,국회기록사진첩_vol2_062.jpg,92,1953.5-1957.8,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
164,국회전자도서관,소장자료,국회기록사진첩_vol2_063.jpg,92,1953.5-1957.8,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
165,국회전자도서관,소장자료,국회기록사진첩_vol2_064.jpg,93,1953.5-1957.8,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
166,국회전자도서관,소장자료,국회기록사진첩_vol2_065.jpg,93,1953.5-1957.8,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
167,국회전자도서관,소장자료,국회기록사진첩_vol2_066.jpg,94,1953.5-1957.8,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
168,국회전자도서관,소장자료,국회기록사진첩_vol2_067.jpg,94,1953.5-1957.8,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
169,국회전자도서관,소장자료,국회기록사진첩_vol2_068.jpg,95,1953.5-1957.8,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
170,국회전자도서관,소장자료,국회기록사진첩_vol2_069.jpg,95,1953.5-1957.8,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
171,국회전자도서관,소장자료,국회기록사진첩_vol2_070.jpg,96,1953.5-1957.8,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
172,국회전자도서관,소장자료,국회기록사진첩_vol2_071.jpg,96,1953.5-1957.8,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
173,국회전자도서관,소장자료,국회기록사진첩_vol2_072.jpg,97,1953.5-1957.8,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
174,국회전자도서관,소장자료,국회기록사진첩_vol2_073.jpg,97,1953.5-1957.8,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
175,국회전자도서관,소장자료,국회기록사진첩_vol2_074.jpg,98,1953.5-1957.8,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
176,국회전자도서관,소장자료,국회기록사진첩_vol2_075.jpg,98,1953.5-1957.8,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
177,국회전자도서관,소장자료,국회기록사진첩_vol2_076.jpg,99,1953.5-1957.8,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
178,국회전자도서관,소장자료,국회기록사진첩_vol2_077.jpg,100,1953.5-1957.8,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
179,국회전자도서관,소장자료,국회기록사진첩_vol2_078.jpg,101,1953.5-1957.8,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
180,국회전자도서관,소장자료,국회기록사진첩_vol2_079.jpg,101,1953.5-1957.8,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
181,국회전자도서관,소장자료,국회기록사진첩_vol2_080.jpg,102,1953.5-1957.8,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
182,국회전자도서관,소장자료,국회기록사진첩_vol2_081.jpg,103,1953.5-1957.8,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
183,국회전자도서관,소장자료,국회기록사진첩_vol2_082.jpg,104,1953.5-1957.8,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
184,국회전자도서관,소장자료,국회기록사진첩_vol2_083.jpg,104,1953.5-1957.8,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
185,국회전자도서관,소장자료,국회기록사진첩_vol2_084.jpg,105,1953.5-1957.8,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
186,국회전자도서관,소장자료,국회기록사진첩_vol2_085.jpg,106,1953.5-1957.8,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
187,국회전자도서관,소장자료,국회기록사진첩_vol2_086.jpg,107,1953.5-1957.8,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
188,국회전자도서관,소장자료,국회기록사진첩_vol2_087.jpg,108,1953.5-1957.8,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
189,국회전자도서관,소장자료,국회기록사진첩_vol2_088.jpg,108,1953.5-1957.8,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
190,국회전자도서관,소장자료,국회기록사진첩_vol2_089.jpg,109,1953.5-1957.8,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
191,국회전자도서관,소장자료,국회기록사진첩_vol2_090.jpg,109,1953.5-1957.8,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
192,국회전자도서관,소장자료,국회기록사진첩_vol2_091.jpg,110,1953.5-1957.8,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
193,국회전자도서관,소장자료,국회기록사진첩_vol2_092.jpg,110,1953.5-1957.8,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
194,국회전자도서관,소장자료,국회기록사진첩_vol3_001.jpg,115,1958.3-1960.7,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
195,국회전자도서관,소장자료,국회기록사진첩_vol3_002.jpg,115,1958.3-1960.7,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
196,국회전자도서관,소장자료,국회기록사진첩_vol3_003.jpg,116,1958.3-1960.7,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
197,국회전자도서관,소장자료,국회기록사진첩_vol3_004.jpg,116,1958.3-1960.7,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
198,국회전자도서관,소장자료,국회기록사진첩_vol3_005.jpg,117,1958.3-1960.7,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
199,국회전자도서관,소장자료,국회기록사진첩_vol3_006.jpg,117,1958.3-1960.7,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
200,국회전자도서관,소장자료,국회기록사진첩_vol3_007.jpg,118,1958.3-1960.7,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
201,국회전자도서관,소장자료,국회기록사진첩_vol3_008.jpg,118,1958.3-1960.7,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
202,국회전자도서관,소장자료,국회기록사진첩_vol3_009.jpg,119,1958.3-1960.7,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
203,국회전자도서관,소장자료,국회기록사진첩_vol3_010.jpg,119,1958.3-1960.7,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
204,국회전자도서관,소장자료,국회기록사진첩_vol3_011.jpg,120,1958.3-1960.7,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
205,국회전자도서관,소장자료,국회기록사진첩_vol3_012.jpg,121,1958.3-1960.7,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
206,국회전자도서관,소장자료,국회기록사진첩_vol3_013.jpg,121,1958.3-1960.7,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
207,국회전자도서관,소장자료,국회기록사진첩_vol3_014.jpg,122,1958.3-1960.7,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
208,국회전자도서관,소장자료,국회기록사진첩_vol3_015.jpg,122,1958.3-1960.7,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
209,국회전자도서관,소장자료,국회기록사진첩_vol3_016.jpg,122,1958.3-1960.7,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
210,국회전자도서관,소장자료,국회기록사진첩_vol3_017.jpg,123,1958.3-1960.7,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
211,국회전자도서관,소장자료,국회기록사진첩_vol3_018.jpg,124,1958.3-1960.7,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
212,국회전자도서관,소장자료,국회기록사진첩_vol3_019.jpg,124,1958.3-1960.7,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
213,국회전자도서관,소장자료,국회기록사진첩_vol3_020.jpg,125,1958.3-1960.7,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
214,국회전자도서관,소장자료,국회기록사진첩_vol3_021.jpg,125,1958.3-1960.7,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
215,국회전자도서관,소장자료,국회기록사진첩_vol3_022.jpg,126,1958.3-1960.7,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
216,국회전자도서관,소장자료,국회기록사진첩_vol3_023.jpg,126,1958.3-1960.7,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
217,국회전자도서관,소장자료,국회기록사진첩_vol3_024.jpg,127,1958.3-1960.7,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
218,국회전자도서관,소장자료,국회기록사진첩_vol3_025.jpg,127,1958.3-1960.7,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
219,국회전자도서관,소장자료,국회기록사진첩_vol3_026.jpg,128,1958.3-1960.7,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
220,국회전자도서관,소장자료,국회기록사진첩_vol3_027.jpg,128,1958.3-1960.7,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
221,국회전자도서관,소장자료,국회기록사진첩_vol3_028.jpg,129,1958.3-1960.7,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
222,국회전자도서관,소장자료,국회기록사진첩_vol3_029.jpg,129,1958.3-1960.7,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
223,국회전자도서관,소장자료,국회기록사진첩_vol3_030.jpg,129,1958.3-1960.7,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
224,국회전자도서관,소장자료,국회기록사진첩_vol3_031.jpg,130,1958.3-1960.7,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
225,국회전자도서관,소장자료,국회기록사진첩_vol3_032.jpg,130,1958.3-1960.7,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
226,국회전자도서관,소장자료,국회기록사진첩_vol3_033.jpg,131,1958.3-1960.7,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
227,국회전자도서관,소장자료,국회기록사진첩_vol3_034.jpg,131,1958.3-1960.7,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
228,국회전자도서관,소장자료,국회기록사진첩_vol3_035.jpg,132,1958.3-1960.7,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
229,국회전자도서관,소장자료,국회기록사진첩_vol3_036.jpg,132,1958.3-1960.7,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
230,국회전자도서관,소장자료,국회기록사진첩_vol3_037.jpg,132,1958.3-1960.7,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
231,국회전자도서관,소장자료,국회기록사진첩_vol3_038.jpg,133,1958.3-1960.7,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
232,국회전자도서관,소장자료,국회기록사진첩_vol3_039.jpg,133,1958.3-1960.7,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
233,국회전자도서관,소장자료,국회기록사진첩_vol3_040.jpg,133,1958.3-1960.7,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
234,국회전자도서관,소장자료,국회기록사진첩_vol3_041.jpg,134,1958.3-1960.7,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
235,국회전자도서관,소장자료,국회기록사진첩_vol3_042.jpg,134,1958.3-1960.7,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
236,국회전자도서관,소장자료,국회기록사진첩_vol3_043.jpg,135,1958.3-1960.7,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,만료저작물 / 초상권 확인 필요,
