[국회도서관] 공공저작물 권리확인 요청 목록,,,,,,,,,,,,,,,,,,
순번,사이트명,게시판명,게시물 제목,pdf페이지,발행년,기존 공공누리 유형,,개방여부,공공누리유형,,검토불가,단순/업무/비보호,제3자 권리,이미지/첨부파일,초상권,개인정보,의견,비고
6324,국회전자도서관,소장자료,국회기록사진첩_vol51_019.jpg,12,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6325,국회전자도서관,소장자료,국회기록사진첩_vol51_020.jpg,12,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6326,국회전자도서관,소장자료,국회기록사진첩_vol51_021.jpg,13,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6327,국회전자도서관,소장자료,국회기록사진첩_vol51_022.jpg,13,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6328,국회전자도서관,소장자료,국회기록사진첩_vol51_023.jpg,14,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6329,국회전자도서관,소장자료,국회기록사진첩_vol51_024.jpg,14,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6330,국회전자도서관,소장자료,국회기록사진첩_vol51_025.jpg,15,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6331,국회전자도서관,소장자료,국회기록사진첩_vol51_026.jpg,15,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6332,국회전자도서관,소장자료,국회기록사진첩_vol51_027.jpg,16,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6333,국회전자도서관,소장자료,국회기록사진첩_vol51_028.jpg,16,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6334,국회전자도서관,소장자료,국회기록사진첩_vol51_029.jpg,17,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6335,국회전자도서관,소장자료,국회기록사진첩_vol51_030.jpg,17,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6336,국회전자도서관,소장자료,국회기록사진첩_vol51_031.jpg,18,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6337,국회전자도서관,소장자료,국회기록사진첩_vol51_032.jpg,18,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6338,국회전자도서관,소장자료,국회기록사진첩_vol51_033.jpg,19,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6339,국회전자도서관,소장자료,국회기록사진첩_vol51_034.jpg,19,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6340,국회전자도서관,소장자료,국회기록사진첩_vol51_035.jpg,20,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6341,국회전자도서관,소장자료,국회기록사진첩_vol51_036.jpg,20,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6342,국회전자도서관,소장자료,국회기록사진첩_vol51_037.jpg,21,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6343,국회전자도서관,소장자료,국회기록사진첩_vol51_038.jpg,21,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6344,국회전자도서관,소장자료,국회기록사진첩_vol51_039.jpg,22,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6345,국회전자도서관,소장자료,국회기록사진첩_vol51_040.jpg,22,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6346,국회전자도서관,소장자료,국회기록사진첩_vol51_041.jpg,23,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6347,국회전자도서관,소장자료,국회기록사진첩_vol51_042.jpg,23,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6348,국회전자도서관,소장자료,국회기록사진첩_vol51_043.jpg,24,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6349,국회전자도서관,소장자료,국회기록사진첩_vol51_044.jpg,24,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6350,국회전자도서관,소장자료,국회기록사진첩_vol51_045.jpg,25,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6351,국회전자도서관,소장자료,국회기록사진첩_vol51_046.jpg,25,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6352,국회전자도서관,소장자료,국회기록사진첩_vol51_047.jpg,26,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6353,국회전자도서관,소장자료,국회기록사진첩_vol51_048.jpg,26,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6354,국회전자도서관,소장자료,국회기록사진첩_vol51_049.jpg,27,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6355,국회전자도서관,소장자료,국회기록사진첩_vol51_050.jpg,27,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6356,국회전자도서관,소장자료,국회기록사진첩_vol51_051.jpg,28,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6357,국회전자도서관,소장자료,국회기록사진첩_vol51_052.jpg,28,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6358,국회전자도서관,소장자료,국회기록사진첩_vol51_053.jpg,29,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6359,국회전자도서관,소장자료,국회기록사진첩_vol51_054.jpg,29,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6360,국회전자도서관,소장자료,국회기록사진첩_vol51_055.jpg,30,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6361,국회전자도서관,소장자료,국회기록사진첩_vol51_056.jpg,30,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6362,국회전자도서관,소장자료,국회기록사진첩_vol51_057.jpg,31,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6363,국회전자도서관,소장자료,국회기록사진첩_vol51_058.jpg,31,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6364,국회전자도서관,소장자료,국회기록사진첩_vol51_059.jpg,32,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6365,국회전자도서관,소장자료,국회기록사진첩_vol51_060.jpg,32,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6366,국회전자도서관,소장자료,국회기록사진첩_vol51_061.jpg,33,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6367,국회전자도서관,소장자료,국회기록사진첩_vol51_062.jpg,33,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6368,국회전자도서관,소장자료,국회기록사진첩_vol51_063.jpg,34,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6369,국회전자도서관,소장자료,국회기록사진첩_vol51_064.jpg,34,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6370,국회전자도서관,소장자료,국회기록사진첩_vol51_065.jpg,35,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6371,국회전자도서관,소장자료,국회기록사진첩_vol51_066.jpg,35,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6372,국회전자도서관,소장자료,국회기록사진첩_vol51_067.jpg,36,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6373,국회전자도서관,소장자료,국회기록사진첩_vol51_068.jpg,36,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6374,국회전자도서관,소장자료,국회기록사진첩_vol51_069.jpg,37,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6375,국회전자도서관,소장자료,국회기록사진첩_vol51_070.jpg,37,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6376,국회전자도서관,소장자료,국회기록사진첩_vol51_071.jpg,38,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6377,국회전자도서관,소장자료,국회기록사진첩_vol51_072.jpg,38,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6378,국회전자도서관,소장자료,국회기록사진첩_vol51_073.jpg,39,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6379,국회전자도서관,소장자료,국회기록사진첩_vol51_074.jpg,39,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6380,국회전자도서관,소장자료,국회기록사진첩_vol51_075.jpg,40,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6381,국회전자도서관,소장자료,국회기록사진첩_vol51_076.jpg,40,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6382,국회전자도서관,소장자료,국회기록사진첩_vol51_077.jpg,41,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6383,국회전자도서관,소장자료,국회기록사진첩_vol51_078.jpg,41,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6384,국회전자도서관,소장자료,국회기록사진첩_vol51_079.jpg,42,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6385,국회전자도서관,소장자료,국회기록사진첩_vol51_080.jpg,42,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6386,국회전자도서관,소장자료,국회기록사진첩_vol51_081.jpg,43,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6387,국회전자도서관,소장자료,국회기록사진첩_vol51_082.jpg,43,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6388,국회전자도서관,소장자료,국회기록사진첩_vol51_083.jpg,44,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6389,국회전자도서관,소장자료,국회기록사진첩_vol51_084.jpg,44,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6390,국회전자도서관,소장자료,국회기록사진첩_vol51_085.jpg,45,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6391,국회전자도서관,소장자료,국회기록사진첩_vol51_086.jpg,45,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6392,국회전자도서관,소장자료,국회기록사진첩_vol51_087.jpg,46,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6393,국회전자도서관,소장자료,국회기록사진첩_vol51_088.jpg,46,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6394,국회전자도서관,소장자료,국회기록사진첩_vol51_089.jpg,47,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6395,국회전자도서관,소장자료,국회기록사진첩_vol51_090.jpg,47,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6396,국회전자도서관,소장자료,국회기록사진첩_vol51_091.jpg,48,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6397,국회전자도서관,소장자료,국회기록사진첩_vol51_092.jpg,48,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6398,국회전자도서관,소장자료,국회기록사진첩_vol51_093.jpg,49,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6399,국회전자도서관,소장자료,국회기록사진첩_vol51_094.jpg,49,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6400,국회전자도서관,소장자료,국회기록사진첩_vol51_095.jpg,50,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6401,국회전자도서관,소장자료,국회기록사진첩_vol51_096.jpg,50,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6402,국회전자도서관,소장자료,국회기록사진첩_vol51_097.jpg,51,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6403,국회전자도서관,소장자료,국회기록사진첩_vol51_098.jpg,51,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6404,국회전자도서관,소장자료,국회기록사진첩_vol51_099.jpg,52,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6405,국회전자도서관,소장자료,국회기록사진첩_vol51_100.jpg,52,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6406,국회전자도서관,소장자료,국회기록사진첩_vol51_101.jpg,53,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6407,국회전자도서관,소장자료,국회기록사진첩_vol51_102.jpg,53,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6408,국회전자도서관,소장자료,국회기록사진첩_vol51_103.jpg,54,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6409,국회전자도서관,소장자료,국회기록사진첩_vol51_104.jpg,54,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6410,국회전자도서관,소장자료,국회기록사진첩_vol51_105.jpg,55,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6411,국회전자도서관,소장자료,국회기록사진첩_vol51_106.jpg,55,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6412,국회전자도서관,소장자료,국회기록사진첩_vol51_107.jpg,56,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6413,국회전자도서관,소장자료,국회기록사진첩_vol51_108.jpg,56,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6414,국회전자도서관,소장자료,국회기록사진첩_vol51_109.jpg,57,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6415,국회전자도서관,소장자료,국회기록사진첩_vol51_110.jpg,57,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6416,국회전자도서관,소장자료,국회기록사진첩_vol51_111.jpg,58,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6417,국회전자도서관,소장자료,국회기록사진첩_vol51_112.jpg,58,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6418,국회전자도서관,소장자료,국회기록사진첩_vol51_113.jpg,59,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6419,국회전자도서관,소장자료,국회기록사진첩_vol51_114.jpg,59,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6420,국회전자도서관,소장자료,국회기록사진첩_vol51_115.jpg,60,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6421,국회전자도서관,소장자료,국회기록사진첩_vol51_116.jpg,60,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6422,국회전자도서관,소장자료,국회기록사진첩_vol51_117.jpg,61,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6423,국회전자도서관,소장자료,국회기록사진첩_vol51_118.jpg,61,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6424,국회전자도서관,소장자료,국회기록사진첩_vol51_119.jpg,62,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6425,국회전자도서관,소장자료,국회기록사진첩_vol51_120.jpg,62,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6426,국회전자도서관,소장자료,국회기록사진첩_vol51_121.jpg,63,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6427,국회전자도서관,소장자료,국회기록사진첩_vol51_122.jpg,63,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6428,국회전자도서관,소장자료,국회기록사진첩_vol51_123.jpg,64,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6429,국회전자도서관,소장자료,국회기록사진첩_vol51_124.jpg,64,2000.4.18-2000.7.14,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6430,국회전자도서관,소장자료,국회기록사진첩_vol52_001.jpg,3,2000.7.14-2000.11.16,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6431,국회전자도서관,소장자료,국회기록사진첩_vol52_002.jpg,3,2000.7.14-2000.11.16,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6432,국회전자도서관,소장자료,국회기록사진첩_vol52_003.jpg,4,2000.7.14-2000.11.16,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6433,국회전자도서관,소장자료,국회기록사진첩_vol52_004.jpg,4,2000.7.14-2000.11.16,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6434,국회전자도서관,소장자료,국회기록사진첩_vol52_005.jpg,5,2000.7.14-2000.11.16,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6435,국회전자도서관,소장자료,국회기록사진첩_vol52_006.jpg,5,2000.7.14-2000.11.16,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6436,국회전자도서관,소장자료,국회기록사진첩_vol52_007.jpg,6,2000.7.14-2000.11.16,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6437,국회전자도서관,소장자료,국회기록사진첩_vol52_008.jpg,6,2000.7.14-2000.11.16,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6438,국회전자도서관,소장자료,국회기록사진첩_vol52_009.jpg,7,2000.7.14-2000.11.16,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6439,국회전자도서관,소장자료,국회기록사진첩_vol52_010.jpg,7,2000.7.14-2000.11.16,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6440,국회전자도서관,소장자료,국회기록사진첩_vol52_011.jpg,8,2000.7.14-2000.11.16,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6441,국회전자도서관,소장자료,국회기록사진첩_vol52_012.jpg,8,2000.7.14-2000.11.16,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6442,국회전자도서관,소장자료,국회기록사진첩_vol52_013.jpg,9,2000.7.14-2000.11.16,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6443,국회전자도서관,소장자료,국회기록사진첩_vol52_014.jpg,9,2000.7.14-2000.11.16,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6444,국회전자도서관,소장자료,국회기록사진첩_vol52_015.jpg,10,2000.7.14-2000.11.16,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6445,국회전자도서관,소장자료,국회기록사진첩_vol52_016.jpg,10,2000.7.14-2000.11.16,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6446,국회전자도서관,소장자료,국회기록사진첩_vol52_017.jpg,11,2000.7.14-2000.11.16,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6447,국회전자도서관,소장자료,국회기록사진첩_vol52_018.jpg,11,2000.7.14-2000.11.16,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6448,국회전자도서관,소장자료,국회기록사진첩_vol52_019.jpg,12,2000.7.14-2000.11.16,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6449,국회전자도서관,소장자료,국회기록사진첩_vol52_020.jpg,12,2000.7.14-2000.11.16,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6450,국회전자도서관,소장자료,국회기록사진첩_vol52_021.jpg,13,2000.7.14-2000.11.16,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
6451,국회전자도서관,소장자료,국회기록사진첩_vol52_022.jpg,13,2000.7.14-2000.11.16,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
