대구광역시청 공공저작물 권리확인 요청 목록 (단순데이터),,,,,,,,,,,,,,,,,,
순번,사이트명,게시판 진입 과정,게시판명,게시물 제목,등록일,기존 공공누리 유형,,개방여부,공공누리유형,,검토불가,단순/업무/비보호,제3자 권리,이미지/첨부파일,초상권,개인정보,의견,비고
5491,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2023년 제1회 계약심의위원회 개최 결과,2023-05-02 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5492,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 회의 정보,위원회 회의 정보,2023년 제2회 계약심의위원회 개최 결과,2023-05-02 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상저작물,
5493,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 2050 탄소중립녹색성장위원회 위원,2023-03-17 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5494,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 시정조정위원회 명단,2023-03-29 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5495,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 문화협력위원회 명단,2023-03-29 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5496,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 정책토론청구심의위원회 명단,2023-03-29 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5497,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 평생교육협의회 위원 명단,2023-03-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5498,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 환경정책위원회 명단,2023-03-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5499,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 지역경제협의회 위원 명단,2023-03-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5500,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,지역수자원 및 광역소하천 관리위원회 명단,2023-03-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5501,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 빛공해방지위원회 명단,2023-03-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5502,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 공원위원회 명단,2023-03-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5503,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 도시공원위원회 명단,2023-03-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5504,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 혁신도시발전위원회 명단,2023-03-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5505,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 도시주거환경정비 기금운용심의위원회 명단,2023-03-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5506,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 공공디자인 진흥위원회 위원 명단,2023-03-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5507,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 아동친화도시조성 추진위원회 명단,2023-03-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5508,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 하수도사업 회전기금 운용심의위원회 명단,2023-03-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5509,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 지방세심의위원회 위원 명단,2023-03-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5510,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 주민참여예산위원회 위원 명단,2023-03-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5511,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 청년정책조정위원회 명단,2023-03-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5512,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 지적재조사위원회 위원 명단,2023-03-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5513,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 지명위원회 위원 명단,2023-03-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5514,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 공무원교육원 교육훈련심의위원회 명단,2023-03-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5515,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 스마트도시사업협의회 명단,2023-03-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5516,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 민간위탁운영위원회 위원 명단,2023-03-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5517,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 용역심의위원회 위원 명단,2023-03-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5518,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 학교폭력대책 지역위원회 명단,2023-03-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5519,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 외국인주민 및 다문화가족지원협의회 위원 명단,2023-03-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5520,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시문화재위원회명단,2023-03-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5521,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시무형문화재위원회명단,2023-03-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5522,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 준공영제운영위원회 명단,2023-03-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5523,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 기업유치위원회 위원 명단,2023-03-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5524,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 청소년육성위원회 명단,2023-03-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5525,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 도서관정보서비스위원회 명단,2023-03-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5526,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,지방지적위원회명단,2023-03-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5527,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 환경분쟁조정위원 명단,2023-03-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5528,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 여성행복위원회 명단,2023-03-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5529,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 출자출연기관 운영심의위원회 명단,2023-03-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5530,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 지방보조금관리위원회 위원 명단,2023-03-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5531,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 사회보장위원회 위원 명단,2023-03-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5532,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 마약류중독자 치료보호심사위원회 위원 명단,2023-03-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5533,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 아동복지심의위원회 명단,2023-03-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5534,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 신문 등의 등록취소심의위원회 위원 명단,2023-03-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5535,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 정책실명제심의위원회 명단,2023-03-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5536,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 체육진흥협의회 명단,2023-03-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5537,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 통행료심의위원회 명단,2023-03-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5538,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 도시숲등의 조성·관리심의위원회 위원 명단,2023-03-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5539,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,제10기 대구광역시 보육정책위원회 명단,2023-03-31 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5540,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 보안심사위원회 명단,2023-03-31 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5541,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 소청심사위원회 위원 명단,2023-03-31 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5542,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 경관위원회 명단,2023-03-31 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5543,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 과학기술진흥위원회 위원 명단,2023-03-31 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5544,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 기록물평가심의회 위원 명단,2023-03-31 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5545,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 공공보건의료위원회 명단,2023-03-31 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5546,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 응급의료위원회 위원 명단,2023-04-02 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5547,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 지역건설산업할성화 위원회 명단,2023-04-03 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5548,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 도시계획위원회 위원 명단,2023-04-03 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
5549,대구광역시,HOME > 정보공개 > 행정정보공개 > 위원회정보 > 위원회 명단,위원회 명단,대구광역시 고향사랑기금운용심의위원회 위원 명단,2023-04-03 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
