[국회도서관] 공공저작물 권리확인 요청 목록,,,,,,,,,,,,,,,,,,
순번,사이트명,게시판명,게시물 제목,URL,발행년,기존 공공누리 유형,,개방여부,공공누리유형,,검토불가,단순/업무/비보호,제3자 권리,이미지/첨부파일,초상권,개인정보,의견,생산기관
165,국회기록보존소,국회연표,민주공화당 창당대회 사진,,1963.02.26,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
166,국회기록보존소,국회연표,민정이양을 요구하며 가두시위를 벌이는 재야정치인들,,1963.03.22,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
167,국회기록보존소,국회연표,민정이양일정 발표 사진,,1963.07.27,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
168,국회기록보존소,국회연표,투표하는 박정희후보 내외 사진,,1963.10.15,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
169,국회기록보존소,국회연표,투표하는 윤보선후보 내외 사진,,1963.10.15,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
170,국회기록보존소,국회연표,미국의회도서관 국제교환부장 국가재건최고회의도서관 방문 기념 촬영,,1963.11.04,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,공보처 홍보국 사진담당관
171,국회기록보존소,국회연표,미국의회도서관 국제교환부장과 이금석 중령(당시 도서관장)의 담화,,1963.11.04,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,공보처 홍보국 사진담당관
172,국회기록보존소,국회연표,제6대 국회의원 총선 사진,,1963.11.26,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
173,국회기록보존소,국회연표,제6대 국회 개원 사진,,1963.12.17,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
174,국회기록보존소,국회연표,제6대 국회의원 선서 사진,,1963.12.17,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
175,국회기록보존소,국회연표,이효상 국회의장이 강주진 국회도서관장과 악수,,1964.02.26,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,공보처 홍보국 사진담당관
176,국회기록보존소,국회연표,이효상 국회의장이 강주진 국회도서관장에게 임명장 수여,,1964.02.26,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,공보처 홍보국 사진담당관
177,국회기록보존소,국회연표,시위를 진압하는 계엄군 사진,,1964.06.03,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
178,국회기록보존소,국회연표,대일외교 반대 데모 사진,,1964.06.03,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
179,국회기록보존소,국회연표,"언론법, 과학원법 심의 사진",,1964.08.01,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
180,국회기록보존소,국회연표,정부가 제출한 언론윤리위원회법안 관련 여야 난전을 벌이는 사진,,1964.08.02,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
181,국회기록보존소,국회연표,민중당 현판식 사진,,1965.05.03,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
182,국회기록보존소,국회연표,민정민주 양당 통합선언 사진,,1965.05.03,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
183,국회기록보존소,국회연표,강연회에 참석한 국회직원들의 모습,,1965.07.01,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,공보처 홍보국 사진담당관
184,국회기록보존소,국회연표,미국의회도서관 한국부장 양기백씨 내방하여 시찰후 전직원참석 강연회 실시,,1965.07.01,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,공보처 홍보국 사진담당관
185,국회기록보존소,국회연표,"이승만 전대통령 서거, 국립묘지로 향하는 운구행렬 사진",,1965.07.19,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
186,국회기록보존소,국회연표,여야 영수회담 사진,,1965.07.20,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
187,국회기록보존소,국회연표,한일협정 비준 특별위원회 사진,,1965.08.10,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
188,국회기록보존소,국회연표,야당의원들 의원직 사퇴 사진,,1965.08.12,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
189,국회기록보존소,국회연표,여야의원 격돌 사진,,1965.08.14,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
190,국회기록보존소,국회연표,존슨 미국대통령 국회에서의 연설 사진,,1965.11.02,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
191,국회기록보존소,국회연표,김두한 의원 오물투척 사건 사진,,1966.09.22,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
192,국회기록보존소,국회연표,개표 진행상황 속보판 사진,,1967.06.08,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
193,국회기록보존소,국회연표,6.8 선거 개표장 사진,,1967.06.08,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
194,국회기록보존소,국회연표,7대 국회의원 선거 포스터 사진,,1967.06.08,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
195,국회기록보존소,국회연표,제7대 국회 여당 단독개원 사진,,1967.07.10,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
196,국회기록보존소,국회연표,부정선거 궐기대회 사진,,1967.07.10,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
197,국회기록보존소,국회연표,부정선거 궐기 가두시위 사진,,1967.07.10,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
198,국회기록보존소,국회연표,신민당 당선자들 등록 거부 사진,,1967.07.10,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
199,국회기록보존소,국회연표,단독국회 항의하는 야당의원들 사진,,1967.07.10,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
200,국회기록보존소,국회연표,이효상 의장 시국수습안 발표 사진,,1967.07.26,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
201,국회기록보존소,국회연표,여·야 전권 대표회담 회의 사진,,1967.11.20,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
202,국회기록보존소,국회연표,의석에서 식사하는 야당의원들 사진,,1967.12.19,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
203,국회기록보존소,국회연표,김수환 대주교 방문 사진,,1968.06.03,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
204,국회기록보존소,국회연표,권오병 문교부장관 해임결의안 가결 사진,,1969.04.07,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
205,국회기록보존소,국회연표,김영삼 의원 사건경위 설명 사진,,1969.06.20,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
206,국회기록보존소,국회연표,김영삼 의원 테러사건 현장조사 사진,,1969.06.20,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
207,국회기록보존소,국회연표,여의도 의사당 기공식 사진,,1969.07.17,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
208,국회기록보존소,국회연표,3선개헌 반대집회를 열고 있는 신민당사 사진,,1969.08.09,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
209,국회기록보존소,국회연표,3선개헌 반대 시위 사진,,1969.08.09,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
210,국회기록보존소,국회연표,야당의원들의 개헌반대 시위 사진,,1969.08.09,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
211,국회기록보존소,국회연표,신민당 임시전당대회 사진,,1969.09.07,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
212,국회기록보존소,국회연표,국회 본회의장 농성 사진,,1969.09.13,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
213,국회기록보존소,국회연표,3선개헌안 의결을 위해 국회 제3별관 특별회의실에 모인 공화당의원들 사진,,1969.09.14,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
214,국회기록보존소,국회연표,개헌안 국민투표 사진,,1969.10.17,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
215,국회기록보존소,국회연표,신민당 기관지 압수사건으로 촉발된 여야의원간 격돌,,1970.06.03,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
216,국회기록보존소,국회연표,국회의원 후보의 가두연설,,1971.05.25,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
217,국회기록보존소,국회연표,5.25 총선 홍보 사진,,1971.05.25,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
218,국회기록보존소,국회연표,전현직의장 인사,,1971.07.26,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
219,국회기록보존소,국회연표,박정희 대통령 개원식 연설,,1971.07.26,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
220,국회기록보존소,국회연표,제8대 국회 개원식,,1971.07.26,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
221,국회기록보존소,국회연표,여.야 의원 친선축구대회 사진,,1971.09.18,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
222,국회기록보존소,국회연표,축구하는 여야의원 사진,,1971.09.18,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
223,국회기록보존소,국회연표,야당 단독국회 사진,,1972.03.07,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
224,국회기록보존소,국회연표,야당 국회정상화 요구 쳔수막 사진,,1972.03.07,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
225,국회기록보존소,국회연표,"김홍일 신민당 총재, 백두진 국회의장 방문 사진",,1972.05.31,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
226,국회기록보존소,국회연표,국가비상사태 철회 요구 시위 사진,,1972.06.02,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
227,국회기록보존소,국회연표,중앙청 앞까지 시위행진 사진,,1972.06.02,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
228,국회기록보존소,국회연표,신민당 의원들의 연좌시위 사진,,1972.06.02,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
229,국회기록보존소,국회연표,10.17 특별선언 발표 사진,,1972.10.17,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
230,국회기록보존소,국회연표,의사당앞 계엄군 사진,,1972.10.17,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
231,국회기록보존소,국회연표,의사당 앞 계엄군 사진,,1972.10.18,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
232,국회기록보존소,국회연표,국회의장 선거 사진,,1973.03.12,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
233,국회기록보존소,국회연표,국회의장 선거 사진,,1973.03.12,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
234,국회기록보존소,국회연표,국회의장 선거 사진,,1973.03.12,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
235,국회기록보존소,국회연표,국회의장 선거 사진,,1973.03.12,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
236,국회기록보존소,국회연표,국회의장 선거 사진,,1973.03.12,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
237,국회기록보존소,국회연표,국회의장 선거 사진,,1973.03.12,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
238,국회기록보존소,국회연표,제9대 국회의장 소개 및 의장단 당선 인사 사진,,1973.03.12,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
239,국회기록보존소,국회연표,제9대 국회의장 소개 및 의장단 당선 인사 사진,,1973.03.12,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
240,국회기록보존소,국회연표,제9대 국회의장 소개 및 의장단 당선 인사 사진,,1973.03.12,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
241,국회기록보존소,국회연표,제9대 국회의장 소개 및 의장단 당선 인사 사진,,1973.03.12,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
242,국회기록보존소,국회연표,제9대 국회의장 소개 및 의장단 당선 인사 사진,,1973.03.12,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
243,국회기록보존소,국회연표,제9대 국회의장 소개 및 의장단 당선 인사 사진,,1973.03.12,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
244,국회기록보존소,국회연표,제9대 국회의장 소개 및 의장단 당선 인사 사진,,1973.03.12,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
245,국회기록보존소,국회연표,제9대 국회의장 당선 인사 사진,,1973.03.12,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,국회사무처
