철도산업정보센터 공공저작물 권리확인 대상 목록,,,,,,,,,,,,,,,,,,,
순번,사이트명,게시판 진입 과정,게시판명,게시물 제목,URL,등록일,기존 공공누리 유형,,개방여부,공공누리유형,,검토불가,단순/업무/비보호,제3자 권리,이미지/첨부파일,초상권,개인정보,의견,비고
2027,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,3급을류 역으로 승격,,1977-11-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2028,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,주사역으로 격하,,1977-11-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2029,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,익산역 폭파사고로 역사대파,,1977-11-11 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2030,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,성동역 폐쇄로 경춘선 시종착역이 됨,,1977-11-21 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2031,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,3급역으로 승격,,1977-12-10 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2032,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,경춘선전용역사 신축,,1977-12-10 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2033,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,"마산시 합성동에 통합 마산역의 완공 및 이전영업개시, 마산-신마산구간의 이설로 임항선이라는 독립 노선으로 재편. 진주방면 노선은 철거",,1977-12-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2034,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,"구마산역, 마산역, 북마산역을 통합하여 현재의 위치에 신역사 준공",,1977-12-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2035,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,폐역,,1977-12-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2036,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,폐역,,1977-12-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2037,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,폐역,,1977-12-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2038,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,현재의 역사 준공,,1977-12-26 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2039,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사준공,,1977-12-26 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2040,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,컨테이너 기지 설치,,1977-12-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2041,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사 준공,,1977-12-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2042,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,대전-이리간 복선화 완공,,1978-00-00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2043,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,신호장으로 개역,,1978-01-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2044,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,보통역으로 영업개시,,1978-01-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2045,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,폐역,,1978-01-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2046,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,신호장으로 영업개시,,1978-01-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2047,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,보통역 승격,,1978-01-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2048,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,신호장 설치,,1978-01-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2049,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,한일시멘트 전용선 개통,,1978-02-02 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2050,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,현재의 역사준공 및 여객취급 중지,,1978-02-12 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2051,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,"두평역(신호장), 청령포역(신호장) 개역. ",,1978-02-28 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2052,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사 착공,,1978-02-28 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2053,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,지하철 2호선 착공,,1978-03-09 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2054,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사 신축 착공,,1978-03-23 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2055,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,호남선(대전～익산) 88.6km 복선 개통,,1978-03-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2056,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,온산선 준공,,1978-04-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2057,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사 준공,,1978-04-28 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2058,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,신호장으로 영업개시,,1978-05-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2059,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,천안역 대신 무연탄도착화물취급역지정,,1978-05-10 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2060,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,무연탄 도착화물취급역 지정취소,,1978-05-10 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2061,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,도시계획에 따른 용원~경화간 9.8km 선로이설공사 착공,,1978-05-19 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2062,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사 신축 착공,,1978-06-12 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2063,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,무배치간이역으로 격하,,1978-07-06 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2064,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,사무관역으로 승격,,1978-07-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2065,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,신호장으로 영업재개,,1978-07-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2066,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사착공,,1978-07-24 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2067,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,수소화물취급 중지,,1978-08-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2068,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,을종승차권대매소로 변경,,1978-08-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2069,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,현재의 역사준공,,1978-08-08 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2070,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,신호장으로 격하,,1978-09-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2071,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,현재의 역사 준공,,1978-09-13 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2072,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사 준공,,1978-09-19 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2073,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,현재의 역사 준공,,1978-10-06 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2074,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,천안직결선 공사로 임시승강장으로 개역(동11월26일까지 운영),,1978-10-29 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2075,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,현재의 역사 준공,,1978-11-08 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2076,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,현재의 역사준공,,1978-11-10 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2077,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,화물취급 중지,,1978-11-20 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2078,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,화물취급중지,,1978-11-20 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2079,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,화물취급 중지,,1978-11-20 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2080,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,현재의 역사 준공,,1978-12-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2081,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사준공 및 광장확장,,1978-12-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2082,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사개증축,,1978-12-08 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2083,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,용산~청량리 전철화,,1978-12-09 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2084,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,용산 - 청량리 (지상)간 4개역 개통[2],,1978-12-09 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2085,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,경원선(용산 ~ 성북) 전동차운행 개시,,1978-12-09 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2086,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,"경원선 용산-청량리(지하) 간 4개 역 (현재의 수도권 전철 중앙선 용산-청량리 구간) 개통, 경원선(용산-성북) 운행 계통 운행 개시(종착역 용산역·성북역)",,1978-12-09 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2087,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,영업개시(성수역),,1978-12-09 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2088,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,배치간이역으로 영업개시,,1978-12-09 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2089,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,수도권전철 개통,,1978-12-09 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2090,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,신호장으로 개역,,1978-12-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2091,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사신축준공,,1978-12-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2092,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사준공과 더불어 보통역 승격,,1978-12-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2093,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,전철역사준공,,1978-12-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2094,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,현재의 역사준공,,1978-12-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2095,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,보통역 승격,,1979-01-10 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2096,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,"광주시, 광주역 이설 요청. ",,1979-01-12 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2097,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,현재의 역사 준공,,1979-01-25 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2098,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,신호장으로 개역,,1979-02-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2099,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,배치간이역으로 영업개시,,1979-02-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
