철도산업정보센터 공공저작물 권리확인 대상 목록,,,,,,,,,,,,,,,,,,,
순번,사이트명,게시판 진입 과정,게시판명,게시물 제목,URL,등록일,기존 공공누리 유형,,개방여부,공공누리유형,,검토불가,단순/업무/비보호,제3자 권리,이미지/첨부파일,초상권,개인정보,의견,비고
3947,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,태백선 제천~쌍룡간 복선화 공사 계획 고시.,,2005-05-23 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3948,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,전기운전 개시.,,2005-05-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3949,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,실시계획 승인 고시,,2005-06-00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3950,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역무이전(물류영업부 건물),,2005-06-09 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3951,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,현재역사 준공,,2005-06-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3952,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,무배치간이역으로 영업개시,,2005-06-22 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3953,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,장성화물선 개통(안평역 분기),,2005-06-22 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3954,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역명개정(牛一 →佑一),,2005-06-27 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3955,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,아우라지-구절리 레일바이크 구간으로 운행개시,,2005-06-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3956,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,착공,,2005-07-00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3957,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,정선선 레일바이크 운행 개시(아우라지~구절리 간),,2005-07-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3958,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역명변경(가리봉→가산디지털단지),,2005-07-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3959,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,포항제철통근열차 폐지,,2005-07-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3960,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,제철동차 폐지,,2005-07-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3961,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,이문차량사업소 완공,,2005-07-05 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3962,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,동부전동차 사무소 준공,,2005-07-08 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3963,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,부산교통공단법 폐지법률 공포,,2005-07-13 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3964,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,동해-강릉간 전철개통,,2005-07-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3965,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,여객열차 통과,,2005-08-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3966,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,일반열차 통과,,2005-08-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3967,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,전라선 복선화로 역사이전,,2005-08-05 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3968,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사이전,,2005-08-19 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3969,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,1단계 구간 시설물 완공(일부 역사는 개통 후까지 공사),,2005-09-00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3970,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,조치원 - 대전조차장 전철화 개통,,2005-09-05 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3971,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,동해~강릉 전철화 개통,,2005-09-08 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3972,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,동해~강릉 전철화 개통,,2005-09-08 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3973,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,동해-강릉간 전철화 공사 완료,,2005-09-08 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3974,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,진해역사 등록문화재로 지정(192호),,2005-09-14 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3975,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,현재의 역사 준공.,,2005-09-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3976,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,제철역 폐쇄,,2005-09-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3977,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역명변경(두계→계룡),,2005-09-23 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3978,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,금융최초인출,,2005-09-28 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3979,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,화물취급중지.,,2005-09-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3980,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,화물취급 중지.,,2005-09-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3981,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,화물취급 중지,,2005-09-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3982,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,화물취급 중지,,2005-09-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3983,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,"화물취급 중지, 춘천역의 소화물업무를 이곳에서 취급",,2005-09-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3984,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,"소화물취급 중지, 남춘천역으로 소화물취급 업무 이관",,2005-09-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3985,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,흥진광업소 폐광으로 석탄수송중단.,,2005-09-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3986,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,도시관리계획 심의완료(경기도 도시계획위원회) 도시철도사업계획,,2005-10-00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3987,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,"수도권전철 공사로 인해 춘천역 영업 중단, 열차 운행은 남춘천역까지로 단축",,2005-10-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3988,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,경춘선 복선전철화로 20091231일까지 영업중지,,2005-10-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3989,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,경춘선열차의 시종착역으로 지정.,,2005-10-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3990,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,법인(의정부경전철주식회사)설립,,2005-10-06 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3991,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,오행원 제2대 사장 취임,,2005-10-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3992,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,대구 지하철 2호선 문양 - 사월 구간 개통,,2005-10-18 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3993,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,지하철2호선 전구간 개통(문양-사월 28 09km),,2005-10-18 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3994,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,"성수지선 신답 - 신설동 사이에 용두역이 설치되어, 영업 개시",,2005-10-20 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3995,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,도시철도건설 기본계획고시(건설교통부고시 제1005-423호),,2005-10-20 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3996,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,2호선 용두역 개통,,2005-10-20 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3997,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,"공사 CI(사명, 로고, 캐릭터) '서울메트로'로 개정",,2005-10-27 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3998,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,경부선과 만나며 대구선의 분기점이 되는 화물중계역인 가천역이 신설되었다.,,2005-10-28 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
3999,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,실시계획 승인 및 기공식,,2005-11-00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4000,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,대구광역시 도시계획에 근거하여 동대구-청천간이 교외로 이전되었다.,,2005-11-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4001,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,보통역으로 영업개시,,2005-11-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4002,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,대구선 이설로 보통역으로 영업개시,,2005-11-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4003,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,대구선 이설 개통,,2005-11-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4004,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,제천-도담간 복선전철화에 따라 여객취급중지(공사완료시점까지),,2005-11-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4005,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,"배치간이역격하, 여객취급 중지",,2005-11-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4006,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,배치간이역으로 격하 및 여객취급 중지,,2005-11-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4007,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,신설된 금강역에서 신대구선의 개통식이 있었다.,,2005-11-03 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4008,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,대구선 이설사업 개통,,2005-11-03 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4009,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,승강장 스크린도어(PSD) 최초 설치(사당역),,2005-11-04 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4010,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,임피역사 등록문화재(208호) 지정.,,2005-11-11 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4011,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,동해북부선 남북철도연결사업에 따라 개역(북측역사),,2005-11-21 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4012,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,동해북부선 남북철도연결사업에 따라 개역,,2005-11-21 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4013,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,춘포역사 등록문화재로 지정.,,2005-11-21 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4014,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,1단계 대저 - 수영 구간 개통,,2005-11-28 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4015,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,3호선 수영~대저 구간 개통(18.3km),,2005-11-28 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4016,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,공사착공,,2005-12-00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4017,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,차량 시스템 변경 승인,,2005-12-02 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4018,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사 리모델링,,2005-12-05 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4019,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,차내취급역 지정,,2005-12-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4020,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,차내취급역으로 지정,,2005-12-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4021,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,"중앙선 청량리역-덕소역 구간 복선전철개통, 중앙선 광역 전철 운행 개시(당시 ‘용산-덕소선’으로 경부선·경원선 용산역까지 경원선을 사용하여 연장 운행)",,2005-12-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4022,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,수도권 전철 1호선에서 분리되어 독립된 운행 계통이 됨. 회기 - 덕소간 7개역 개역 및 영업 개시,,2005-12-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4023,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,중앙선 청량리~덕소 복선전철 개통,,2005-12-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4024,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,경원선 용산-회기 구간이 용산-덕소선(현 중앙선)의 운행 구간으로 분리(참고,,2005-12-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4025,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,무배치간이역(위탁발매소)으로 영업개시,,2005-12-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4026,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,중앙선 복선전철화 개통으로 일반열차 통과,,2005-12-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4027,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,중앙선 복선전철화 개통으로 일반열차 통과.,,2005-12-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4028,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,수도권전철개통,,2005-12-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4029,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,변경 실시 협약,,2005-12-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4030,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,경인2복선전철 전구간 개통,,2005-12-21 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4031,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,동대문 - 신설동 구간에 동묘앞역이 개통.,,2005-12-21 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4032,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,"동인천-주안(경인선)간 복복선 개통, 서울 지하철 1호선 동묘앞역 개통",,2005-12-21 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4033,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,1호선 동묘앞역 개통,,2005-12-21 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4034,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,본사 이전(인천광역시 서구 검암동),,2005-12-26 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4035,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,무배치간이역(위탁발매소)으로 영업개시,,2005-12-27 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4036,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,경부선 세마역 개통,,2005-12-27 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4037,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,경부선 오산대역 개통,,2005-12-27 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4038,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,초도차량 영종도 차량기지 반입,,2005-12-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4039,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,용인시 구간에서 역 2개를 추가하기로 결정. 기존의 보정역은 지하로 이설된다.,,2006-00-00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4040,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,현 역사 준공,,2006-00-00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4041,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,부산교통공사 창립,,2006-01-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4042,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,"조직개편(2단, 6본부, 5지역본부, 1사무소)",,2006-01-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4043,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,한국철도공사 출범,,2006-01-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4044,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,승차권 발매중지.,,2006-01-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4045,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,실시계획 승인,,2006-01-19 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4046,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,고객안내센터 최초 설치(7개역),,2006-01-20 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4047,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,기공식,,2006-02-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4048,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,제5대 김우철 사장 취임,,2006-02-20 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4049,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,제3자 제안공고(안) 검토완료(공공투자관리센터),,2006-02-28 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4050,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,윤리헌장 선포,,2006-03-02 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4051,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,제4회 한국서비스경영대상 수상,,2006-03-08 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4052,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,(판암 ~ 정부청사) 개통,,2006-03-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4053,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,도시철도 1호선 1단계(판암역∼정부청사역),,2006-03-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4054,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,한ㆍ러 철도운영 양해각서 체결,,2006-03-17 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4055,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,남ㆍ북ㆍ러 철도운영에 관한 의장성명 채택,,2006-03-18 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4056,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,KTX 개통 2주년,,2006-04-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4057,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,1단계 시험운전 착수,,2006-04-03 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4058,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,실시협약 체결 및 사업시행자 지정 의정부시,,2006-04-14 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4059,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,착공,,2006-04-21 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4060,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,소화물취급 중지,,2006-05-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4061,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,소화물취급 중지.,,2006-05-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4062,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,소화물 취급 중지,,2006-05-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4063,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,소화물 취급 중지,,2006-05-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4064,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,소화물취급중지.,,2006-05-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4065,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,무배치간이역으로 영업개시,,2006-05-10 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4066,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,양산화물선 개통,,2006-05-10 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4067,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,경영혁신 ERP 사업착수,,2006-05-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4068,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,도시계획시설 결정고시,,2006-06-00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4069,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,동대구~진해간 새마을호 운행 개시.,,2006-06-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4070,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,KTX-Ⅱ 도입 계약체결,,2006-06-05 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4071,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,2호선 운행 2억km 달성,,2006-06-05 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4072,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,동해선 남측구간(제진-남방한계선) 열차 시험운행 실시,,2006-06-08 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4073,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,민간투자사업 실시계획 승인,,2006-06-09 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4074,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,도시철도9호선 1단계구간(상부부분) 공사 착공,,2006-06-23 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4075,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,폐역,,2006-06-23 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
4076,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,폐역,,2006-06-23 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
