국립해양문화재연구소 공공저작물 권리확인 목록,,,,,,,,,,,,,,,,,,,,
순번,사이트명,게시판 진입 과정,게시판명,게시물 제목,URL,작성일,첨부파일,기존 공공누리 유형,,개방여부,공공누리유형,,검토불가,단순/업무/비보호,제3자 권리,이미지/첨부파일,초상권,개인정보,의견,비고
119,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,목포해양유물전시관 사회적 거리두기 안내(5.10.~5.23.),,2021.05.10,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
120,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,국립태안해양유물전시관 수중발굴 가상현실(VR) 체험 운영,,2021.05.21,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
121,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,국립해양문화재연구소 사회적 거리두기 안내(7.16~7.30),,2021.07.15,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
122,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,국립해양문화재연구소 사회적 거리두기 안내(7.27.~8.8.),,2021.07.27,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
123,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,한국판 뉴딜 '#판판챌린지' 이벤트 참여 요청,,2021.07.27,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
124,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,제11회 전국해양문화학자대회(인천) 개최 사전 안내,,2021.07.28,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
125,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,<해양문화재> 제15호 원고모집 안내,,2021.08.12,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
126,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,국립해양문화재연구소 사회적 거리두기 안내(8.23.~9.5.),,2021.08.23,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
127,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,국립해양문화재연구소 사회적 거리두기 안내(9.6.~10.3.),,2021.09.06,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
128,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,국립태안해양유물전시관 <2021년 제3기 달빛바다학교> 참가자 모집,,2021.09.06,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
129,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항, 제11회 전국해양문화학자대회 인천대회 안내,,2021.09.15,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
130,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,국립태안해양유물전시관 전시실 환경 관리에 따른 관람 안내,,2021.09.17,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
131,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,해양문화유산 캐릭터 이름 공모전 개최,,2021.10.01,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
132,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,태안해양유물전시관 특별전 조성 공사에 따른 관람 안내,,2021.10.15,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
133,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,「국립해양문화재연구소 홈페이지 운영 규정」 제정(안) 행정예고,,2021.10.20,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,비보호 저작물(법령/내규 등),
134,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,해양문화유산 캐릭터 이름 공모전 결과 발표,,2021.10.20,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
135,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,단계적 일상회복 전환에 따른 관람시설 관람 운영 안내,,2021.11.01,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
136,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,2021년 책임운영기관 고객만족도 통합조사 실시 공고,,2021.11.02,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
137,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,국립해양문화재연구소 개소 27주년 기념 업무추진 유공 포상 추천 대상자 공개검증,,2021.11.24,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
138,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,「국립해양문화재연구소 안전보건관리 규정」 제정(안) 행정예고,,2021.12.02,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,비보호 저작물(법령/내규 등),
139,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,태안해양유물전시관 수중발굴 가상현실(VR) 체험 휴무 안내,,2021.12.28,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
140,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,「국립해양문화재연구소 안전보건관리 규정」제정 알림,,2022.01.04,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,비보호 저작물(법령/내규 등),
141,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,"신안 보물선-미디어아트 영상 「바다, 신안선을 품다」 안내",,2022.02.03,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
142,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,KCI 등재지 「해양문화재」 제16호 원고모집 안내,,2022.02.17,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
143,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,어린이 해양문화유산 그리기 공모전「내가 그리는 바닷속 보물」,,2022.03.14,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
144,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,어린이 해양문화유산 그리기 공모전 수상작 발표,,2022.04.18,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
145,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,「국립해양문화재연구소 안전보건관리 규정」 일부개정(안) 행정예고,,2022.04.19,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,비보호 저작물(법령/내규 등),
146,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,목포해양유물전시관 2전시실(신안선실) 휴실 안내,,2022.05.27,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
147,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,목포해양유물전시관 휴관 안내(2022.6.8.~ 6.9.),,2022.06.03,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
148,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,2022년 목포해양유물전시관 자원봉사자 모집,,2022.06.13,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
149,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,2022년 제31기 바다문화학교 운영 안내,,2022.06.20,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
150,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,태안해양유물전시관 재개관 안내(2022.7.1. ~ ),,2022.06.23,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
151,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,태안해양유물전시관 수중발굴 체험실(실감영상·VR가상현실 체험) 운영 안내,,2022.06.23,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
152,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,KCI 등재지 『해양문화재 제17호』 원고모집 안내,,2022.07.07,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
153,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,해양문화재 만들기,,2022.07.28,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
154,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,"[이벤트] ""재활용품 만들기"" 참여 이벤트",,2022.07.28,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
155,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,목포·태안해양유물전시관 추석 연휴 운영 안내,,2022.09.08,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
156,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,KCI 등재지 <해양문화재> 제17호 원고모집 기한 연장 안내(~2022.9.30.),,2022.09.16,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
157,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,"[교육] 2022년 하반기 특별전 <바다, 배船, 신앙> 연계 교육프로그램 안내",,2022.10.12,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
158,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,제5회 아시아-태평양지역 수중문화유산 국제컨퍼런스(APCONF2023) 분과 개설 신청 접수(연장접수~11.30.),,2022.10.13,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
159,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,국립해양문화재연구소 개소 28주년 기념 업무추진 유공 포상 대상자 공개검증,,2022.11.16,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
160,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,국립해양문화재연구소 「고려도기」연구논문 공모 공고,,2022.12.29,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
161,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,태안해양유물전시관 수중발굴 체험실(실감영상·VR가상현실 체험) 운영 변동 안내,,2022.12.30,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
162,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,제5회 아시아-태평양지역 수중문화유산 국제컨퍼런스(APCONF2023) 논문 모집 안내,,2023.01.05,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
163,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,KCI 등재지『해양문화재』 제18호 원고모집 안내,,2023.01.05,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
164,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,난방온도 제한 제외 시설 안내,,2023.01.11,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
165,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,설 연휴 목포?태안해양유물전시관 운영 알림,,2023.01.16,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
166,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,공공클라우드 이전으로 인한 접속 제한 안내,,2023.01.29,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
167,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,국립해양문화재연구소 「고려도기」연구논문 공모연장 공고,,2023.02.23,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
168,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,제2회 어린이해양문화유산 그리기 대회 「내가 그리는 해양유물전시관」 개최 및 참여 안내,,2023.03.07,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
169,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,국립해양문화재연구소 사무동 증축 설계공모 질의서 답변 공고,,2023.03.14,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
170,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,제5회 아시아-태평양지역 수중문화유산 국제컨퍼런스(APCONF2023) 논문 작성 안내,,2023.03.16,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
171,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,국립해양문화재연구소 「고려도기 학술논문 공모전」 1차 심사 결과 공고,,2023.03.30,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
172,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,제2회 어린이 해양문화유산 그리기 대회 수상작 발표,,2023.04.21,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
173,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,국립해양문화재연구소 사무동 증축사업 설계공모 심사결과 공고,,2023.04.25,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
174,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,국립해양문화재연구소 업무 선호도 온라인 설문조사 실시 알림(온국민소통),,2023.04.26,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
175,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,국립해양문화재연구소 해양유물전시관 「가치해유 서포터스」 모집 공고,,2023.06.09,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
176,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,2023년 제32기 바다문화학교 운영 안내,,2023.06.21,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
177,국립해양문화재연구소,HOME > 소식·참여 > 공지사항,공지사항,국립해양문화재연구소 해양유물전시관 「가치해유 서포터스」 서류심사 결과 공고,,2023.07.05,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,공고,
178,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,서해 비안도 해저 5차 수중발굴조사 실시(2003-09-16),https://www.seamuse.go.kr/news/press/list/1,2003.09.16,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
179,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,신안 안좌도 고선박 발굴조사 실시(2005-08-10),,2005.08.10,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
180,국립해양문화재연구소,HOME > 소식·참여 > 보도자료,보도자료,‘아름다운 문화유산을 찾아서-문화재청 다양한 청소년 문화학교 운영(2005-08-10),,2005.08.10,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,보도자료,
