[국회도서관] 공공저작물 권리확인 요청 목록 (월간 국회도서관),,,,,,,,,,,,,,,,,,,
순번,사이트명,게시물 제목,url,발행년,저자,발행처,기존 공공누리 유형,,개방여부,공공누리유형,,검토불가,단순/업무/비보호,제3자 권리,이미지/첨부파일,초상권,개인정보,의견,비고
81,국회전자도서관,平壤府歲入歲出豫算. 1929,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010033,1929,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
82,국회전자도서관,平安南道地方費歲入歲出豫算. 1929,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010032,1929,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
83,국회전자도서관,平安北道地方費及同特別會計歲入歲出豫算書. 1929,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010031,1929,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
84,국회전자도서관,新義州府歲入歲出豫算. 1929,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010030,1929,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
85,국회전자도서관,義州郡義州面歲入歲出豫算書. 1929,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010029,1929,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
86,국회전자도서관,咸鏡北道地方費歲入出豫算書. 1929,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010019,1929,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
87,국회전자도서관,會寧郡會寧面歲入歲出豫算. 1929,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010018,1929,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
88,국회전자도서관,統營郡統營面歲入歲出豫算書. 1930,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010140,1930,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
89,국회전자도서관,大邱府歲入出豫算書. 1930,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010112,1930,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
90,국회전자도서관,水原郡水原面歲入歲出豫算書. 1930,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010062,1930,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
91,국회전자도서관,定州郡定州面歲入歲出豫算. 1930,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010035,1930,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
92,국회전자도서관,元山府歲入歲出豫算書. 1930,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010020,1930,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
93,국회전자도서관,"仁川府歲入出豫算書. 1930, 1940-1941",https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010065,1930,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
94,국회전자도서관,大邱府歲入出豫算書. 1930,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010112,1930,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
95,국회전자도서관,水原郡水原面歲入歲出豫算書. 1930,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010062,1930,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
96,국회전자도서관,定州郡定州面歲入歲出豫算. 1930,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010035,1930,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
97,국회전자도서관,元山府歲入歲出豫算書. 1930,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010020,1930,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
98,국회전자도서관,晋州郡晋州邑歲入歲出豫算. 1931,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010133,1931,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
99,국회전자도서관,密陽邑歲入歲出豫算書. 1931,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010122,1931,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
100,국회전자도서관,公州郡公州面歲入歲出豫算. 1931,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010081,1931,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
101,국회전자도서관,春川郡春川邑歲入歲出豫算. 1931,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010077,1931,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
102,국회전자도서관,海州郡海州面歲入歲出豫算. 1931,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010049,1931,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
103,국회전자도서관,安州郡安州邑歲入歲出豫算. 1931,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010036,1931,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
104,국회전자도서관,淸津府歲入歲出豫算. 1931,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010021,1931,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
105,국회전자도서관,學生の思想善導の爲師團司令部當事者及配屬將校の注意すべき事項の若干に就て,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198004638,1932,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
106,국회전자도서관,泗川郡三千浦邑歲入歲出豫算書. 1932,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010129,1932,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
107,국회전자도서관,濟州島濟州邑歲入歲出豫算書. 1932,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010108,1932,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
108,국회전자도서관,開城府一般經濟歲入出豫算書. 1932,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010058,1932,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
109,국회전자도서관,"興南邑歲入歲出豫算. 1932, 1934",https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010022,1932,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
110,국회전자도서관,井州邑歲入出豫算. 1933,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010107,1933,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
111,국회전자도서관,金堤邑歲入歲出豫算. 1933,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010097,1933,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
112,국회전자도서관,宣川邑歲入歲出豫算書. 1933,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010037,1933,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
113,국회전자도서관,"沙里院邑歲入出豫算. 1933, 1936, 1942",https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010050,1933,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
114,국회전자도서관,安東邑歲入出豫算. 1936,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010138,1936,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
115,국회전자도서관,晋州邑歲入出豫算. 1936,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010134,1936,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
116,국회전자도서관,釜山府歲入出豫算. 1936,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010125,1936,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
117,국회전자도서관,密陽邑歲入出豫算書. 1936,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010123,1936,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
118,국회전자도서관,慶州邑歲入出豫算. 1936,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010114,1936,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
119,국회전자도서관,慶尙北道歲入出豫算. 1936,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010113,1936,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
120,국회전자도서관,麗水邑歲入出豫算. 1936,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010105,1936,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
121,국회전자도서관,天安邑歲入出豫算. 1936,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010087,1936,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
122,국회전자도서관,大田府歲入出豫算. 1936,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010084,1936,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
123,국회전자도서관,公州邑歲入出豫算. 1936,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010082,1936,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
124,국회전자도서관,江景邑歲入出豫算書. 1936,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010080,1936,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
125,국회전자도서관,鐵原邑歲入出豫算. 1936,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010076,1936,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
126,국회전자도서관,江陵邑歲入出豫算. 1936,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010070,1936,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
127,국회전자도서관,水原邑歲入出豫算. 1936,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010063,1936,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
128,국회전자도서관,兼二浦邑歲入出豫算. 1936,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010056,1936,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
129,국회전자도서관,海州邑歲入出豫算. 1936,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010053,1936,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
130,국회전자도서관,定州邑歲入出豫算. 1936,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010038,1936,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
131,국회전자도서관,會寧邑歲入出豫算. 1936,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010023,1936,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
132,국회전자도서관,普通學校朝鮮語讀本に現はれたる表記法便覽,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3197060250,1936,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
133,국회전자도서관,"春川邑歲入出豫算. 1936, 1941",https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010078,1936,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
134,국회전자도서관,"光州府歲入出豫算. 1936, 1940",https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010092,1936,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
135,국회전자도서관,"浦項邑歲入出豫算. 1936, 1939-1940",https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010143,1936,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
136,국회전자도서관,尙州邑歲入出豫算. 1936,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010131,1936,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
137,국회전자도서관,全羅南道歲入出豫算. 1937,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010102,1937,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
138,국회전자도서관,金堤邑歲入出豫算. 1937,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010098,1937,,［발행처불명］,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,
