[국회도서관] 공공저작물 권리확인 요청 목록 (월간 국회도서관),,,,,,,,,,,,,,,,,,,
순번,사이트명,게시물 제목,url,발행년,저자,발행처,기존 공공누리 유형,,개방여부,공공누리유형,,검토불가,단순/업무/비보호,제3자 권리,이미지/첨부파일,초상권,개인정보,의견,비고
2919,국회전자도서관,朝鮮の群衆,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198001528,1926,朝鮮總督府官房文書課,朝鮮總督府,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
2920,국회전자도서관,地方行政例規,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198011439,1921,朝鮮總督府內務局 編,朝鮮總督府,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
2921,국회전자도서관,土木工事ニ關スル例規,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3197120088,1911,朝鮮總督府內務部地方局 編,朝鮮總督府,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
2922,국회전자도서관,地方行政例規,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198004635,1911,朝鮮總督府內務部地方局地方果,朝鮮總督府,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
2923,국회전자도서관,朝鮮土地改良事業要覽. 1939,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3197110398,1941,朝鮮總督府農林局 編,朝鮮總督府,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
2924,국회전자도서관,朝鮮ニ於ケル米穀統制ノ經過,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198007584,1934,朝鮮總督府農林局農産課 編,朝鮮總督府,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
2925,국회전자도서관,土地改良に關する事業槪要,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3197080532,1931,朝鮮總督府農事試驗場 編,朝鮮總督府,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
2926,국회전자도서관,妄動事件處分表,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198003630,1920,朝鮮總督府法務課,朝鮮總督府,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
2927,국회전자도서관,朝鮮の司法制度,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198010967,1936,朝鮮總督府法務局法務課 編,朝鮮總督府,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
2928,국회전자도서관,朝鮮司法例規,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198004602,1916,朝鮮總督府司法部法務課 編,朝鮮總督府,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
2929,국회전자도서관,(改訂)朝鮮司法例規,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198011246,1928,朝鮮總督府司法部法務課 編,朝鮮總督府,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
2930,국회전자도서관,朝鮮の市場,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198015271,1924,朝鮮總督府庶務部調査課 編,朝鮮總督府,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
2931,국회전자도서관,朝鮮魚類誌. 第1冊,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3197090925,1939,朝鮮總督府水産試驗場 編,朝鮮總督府,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
2932,국회전자도서관,朝鮮の商工業,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198007429,1939,朝鮮總督府殖産局 編,朝鮮總督府,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
2933,국회전자도서관,電氣事業要覽. 第30回,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3197080460,1943,朝鮮總督府殖産局 編,朝鮮總督府,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
2934,국회전자도서관,朝鮮土地調査事業報告書追錄,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3200401327,1919,朝鮮總督府臨時土地調査局 編,朝鮮總督府,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
2935,국회전자도서관,朝鮮産野生食用植物,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3197020375,1942,朝鮮總督府林業試驗場 編,朝鮮總督府,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
2936,국회전자도서관,朝鮮産野生食用植物,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3197020375,1942,朝鮮總督府林業試驗場 編,朝鮮總督府,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
2937,국회전자도서관,人參ニ關スル硏究報告. 第1-2號,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3197100702,1928,朝鮮總督府專賣局開城出張所 編,朝鮮總督府,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
2938,국회전자도서관,經國大典,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198003627,1934,朝鮮總督府中樞院,朝鮮總督府,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
2939,국회전자도서관,民事慣習回答彙集,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198009856,1933,朝鮮總督府中樞院 編,朝鮮總督府,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
2940,국회전자도서관,風俗關係資料撮要 : 李朝各種文獻,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198013773,1944,朝鮮總督府中樞院 編,朝鮮總督府,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
2941,국회전자도서관,鐵道要覽,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198015417,1937,朝鮮總督府鐵道局 編,朝鮮總督府,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
2942,국회전자도서관,朝鮮遞信事業沿革史,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198015416,1938,朝鮮總督府遞信局 編,朝鮮總督府,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
2943,국회전자도서관,光榮錄,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1197070032,1928,朝鮮總督府總督官房總務課 編,朝鮮總督府,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
2944,국회전자도서관,貯金勸勉,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1197100199,1912,朝鮮總督府通信局 編,朝鮮總督府,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
2945,국회전자도서관,靑年指導講演錄,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198013474,1938,朝鮮總督府學務局 編,朝鮮總督府,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
2946,국회전자도서관,朝鮮水力調査書. 1-2,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3197080368,1930,朝鮮總督遞信局 編,朝鮮總督府,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
2947,국회전자도서관,朝鮮水力調査書. 1-2,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3197080368,1930,朝鮮總督遞信局 編,朝鮮總督府,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
2948,국회전자도서관,智異山植物調査報告,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3197020371,1915,中井猛之進 著,朝鮮總督府,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
2949,국회전자도서관,朝鮮地名の考說,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198020237,1926,中村新太郞 著,朝鮮總督府,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
2950,국회전자도서관,보리와兵丁,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198015682,1936,火野葦平 著 ; 西村眞太郞 譯,朝鮮總督府,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,해외 자료 번역본
2951,국회전자도서관,"朝鮮施政に關する諭告, 訓示竝に演述集",https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3196000479,1937,朝鮮總督府 編,朝鮮總督部,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
2952,국회전자도서관,陸接國境關稅ニ關スル調査. 3-4,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198007248,1928,朝鮮總督部 編,朝鮮總督部,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
2953,국회전자도서관,工産統計,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198007618,1935,朝鮮總督部 編,朝鮮總督部,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
2954,국회전자도서관,不穩刊行物記事輯錄,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3199104726,1934,朝鮮總督府警務局,朝鮮總督府 警務局,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
2955,국회전자도서관,道府郡島邑面別 米實收高調査 及 道府郡島別 米品種別 實收高 調査成績,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198005685,1940,朝鮮總督府 農林局,朝鮮總督府 農林局,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
2956,국회전자도서관,朝鮮總督府農事試驗場歐文報告. 第5號,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3197010768,1936,朝鮮總督府 農事試驗場 編,朝鮮總督府 農事試驗場,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
2957,국회전자도서관,鑛産物分析試驗成績報告(其の六),https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3197030402,1935,燃料選鑛硏究所 編,朝鮮總督府 燃料選鑛硏究所,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
2958,국회전자도서관,軍國總目 : 經濟資料. 1-5,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO1198008444,1900,朝鮮總督府 中樞院,朝鮮總督府 中樞院,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
2959,국회전자도서관,"朝鮮法制集, 上 : 李朝法典考",https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3199208775,1936,朝鮮總督府 中樞院調査課 編,朝鮮總督府 中樞院,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
2960,국회전자도서관,朝鮮水道水質之硏究,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3197050723,1919,朝鮮總督府京畿道廳 編,朝鮮總督府京畿道廳,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
2961,국회전자도서관,朝鮮警察法令聚. 上卷,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198009794,1920,朝鮮總督府警務局 編,朝鮮總督府警務局,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
2962,국회전자도서관,朝鮮に於ける同盟休校の考察,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198013384,1929,朝鮮總督府警務局 編,朝鮮總督府警務局,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
2963,국회전자도서관,朝鮮警察槪要,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198011364,1931,朝鮮總督府警務局 編,朝鮮總督府警務局,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
2964,국회전자도서관,高等警察用語辭典 : 部外秘,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198016076,1935,朝鮮總督府警務局 編,朝鮮總督府警務局,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
2965,국회전자도서관,朝鮮道立醫院要覽. 1937-1938,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3197050559,1937,朝鮮總督府警務局 編,朝鮮總督府警務局,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
2966,국회전자도서관,朝鮮家畜衛生統計. 1937,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3198015387,1938,朝鮮總督府警務局 編,朝鮮總督府警務局,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
2967,국회전자도서관,朝鮮防空展覽會記錄,https://dl.nanet.go.kr/search/searchInnerDetail.do?searchType=INNER_SEARCH&resultType=INNER_SEARCH_DETAIL&searchMehtod=L&searchClass=S&controlNo=MONO3197100568,1939,朝鮮總督府警務局防護課 編,朝鮮總督府警務局防護課,미부착,,개방 가능,만료공공저작물,,,O,,,,,만료저작물,조선총독부 발간자료
