한국영상자료원 공공저작물 권리확인 대상 목록,,,,,,,,,,,,,,,,,,,,,
순번,사이트명,게시판 진입 과정,게시판명,게시물 제목,부제,URL,기간/등록일,첨부파일,기존 공공누리 유형,,개방여부,공공누리유형,1.0,검토불가,단순/업무/비보호,제3자 권리,이미지/첨부파일,초상권,개인정보,의견,비고
2076,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,"박물관｜[마감] 기획전시 연계 특별프로그램 <박물관 속 토크, Talk- 영화 잡지를 말하다> 참여자를 모집합니다",,,2016.07.14,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2077,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[휴관안내]7월25일은 네번째 월요일로 휴관입니다.,,,2016.07.20,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2078,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[운영시간안내]7월 27일은 '문화가 있는 수요일'로 운영시간이 조정됩니다.,,,2016.07.20,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2079,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[휴관안내]8월8일은 두번째 월요일로 휴관입니다.,,,2016.08.07,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2080,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[휴관안내]8월22일은 네번째 월요일로 휴관입니다.,,,2016.08.07,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2081,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,박물관｜2016 <영화약국 마음처방전> 참가자 발표,,,2016.08.09,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2082,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,"KOFA｜8·15특별전 ‘광복의 꿈, 광명의 희망’ 개최",,,2016.08.11,첨부파일,1유형,,개방 가능,공공누리 2~4유형,,,,,O,,,보도를 위한 영화 스틸컷 6장 게재,
2083,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[운영시간안내] 8월 15일은 광복절(공휴일)로 운영시간이 조정됩니다.,,,2016.08.13,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2084,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,기관소식｜[학술포럼]한반도의 스크린과 서양영화의 조우,,,2016.08.21,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
2085,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,KOFA｜마틴 스콜세지 감독 기획전 개최,,,2016.08.22,첨부파일,1유형,,개방 가능,공공누리 1유형,,,,,O,,,이미지 포함(출처불명 사진),
2086,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[운영시간안내]8월 31일은 '문화가 있는 수요일'로 운영시간이 조정됩니다.,,,2016.08.30,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2087,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[신착자료] 9월 영상도서관 DVD/블루레이 신착자료 안내입니다.,,,2016.08.31,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2088,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,"KOFA｜영화배우 故구봉서, 그가 남긴 따뜻한 웃음을 스크린에서 만난다",,,2016.09.05,첨부파일,1유형,,개방 가능,공공누리 2~4유형,,,,,O,,,영화 스틸컷 1장씩 게재. ,
2089,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,"기관소식｜한국영화박물관 「잡지로 보는 한국영화의 풍경, <녹성>에서 <씨네21>까지」전시 기간 연장 안내",,,2016.09.05,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2090,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,기관소식｜[한국영화박물관] 추석 연휴 휴관 안내(9.14.(수)~9.16.(금)),,,2016.09.05,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2091,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,"박물관｜한국영화박물관 '잡지로 보는 한국영화의 풍경, <녹성>에서 <씨네21>까지' 전시 기간 연장 안내",,,2016.09.05,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2092,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,박물관｜[한국영화박물관]추석 연휴 휴관 안내(9.14.(수)~9.16.(금)),,,2016.09.05,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2093,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[휴관안내] 추석 연휴 [9.14.(수)~9.16.(금)] 휴관입니다,,,2016.09.07,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2094,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[휴관안내]9월12일은 네번째 월요일로 휴관입니다.,,,2016.09.07,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2095,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[휴관안내]9월26일은 네번째 월요일로 휴관입니다.,,,2016.09.20,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2096,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[운영시간안내]9월 28일은 '문화가 있는 수요일'로 운영시간이 조정됩니다.,,,2016.09.20,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2097,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[운영시간안내] 10월 3일은 개천절(공휴일)로 운영시간이 조정됩니다.,,,2016.09.20,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2098,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,기관소식｜청탁금지법 적용대상자(공무수행사인) 현황 공개,,,2016.09.29,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
2099,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,"KOFA｜스크린으로 만나는 인도 문화, 한국영상자료원 ‘인도 영화제’ 개최",,,2016.09.29,첨부파일,1유형,,개방 가능,공공누리 2~4유형,,,,,O,,,"영화 스틸컷 1장, 포스터 3장 합성",
2100,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,"KOFA｜스크린 위 50년의 역사, 배우 윤여정의 과거와 현재를 엿보다",,,2016.09.29,첨부파일,1유형,,개방 가능,공공누리 2~4유형,,,,,O,,,영화 스틸컷 4장,
2101,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[신착자료] 10월 영상도서관 DVD/블루레이 신착자료 안내입니다.,,,2016.10.07,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2102,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,기관소식｜[강연] 디트리히와 리펜슈탈: 신여성의 꿈,,,2016.10.13,첨부파일,미부착,,개방 가능,공공누리 2~4유형,,,,,O,,,영화 스틸컷 1장 포함한 포스터,
2103,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,기관소식｜[심포지엄]은막의 사회문화사-개봉관의 등장부터 1970년대까지,,,2016.10.17,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
2104,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,KOFA｜단성사 흥행열전! 역사가 된 영화관 ‘단성사’의 영화들,,,2016.10.19,첨부파일,1유형,,개방 가능,공공누리 2~4유형,,,,O,,,,영화 스틸컷,
2105,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[휴관안내]10월24일은 네번째 월요일로 휴관입니다,,,2016.10.21,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2106,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[운영시간안내]10월 26일은 '문화가 있는 수요일'로 운영시간이 조정됩니다.,,,2016.10.21,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2107,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,KOFA｜[심포지엄]‘단관개봉 극장’의 기억,,,2016.11.02,첨부파일,1유형,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
2108,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,기관소식｜[심포지엄] 미래가 된 과거: 누가 역사를 만드는가?,,,2016.11.07,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
2109,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[휴관안내]11월14일은 두번째 월요일로 휴관입니다.,,,2016.11.11,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2110,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,기관소식｜건물 법정 전기설비 점검 및 시스템 유지관리를 위한 홈페이지 서비스 중단 안내,,,2016.11.14,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2111,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,기관소식｜정부보조금 부정수급 집중신고기간 운영 안내,,,2016.11.16,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
2112,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,KOFA｜한국영상자료원-주한독일문화원 공동으로 국제심포지엄 및 특별상영 개최,,,2016.11.18,첨부파일,1유형,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
2113,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜홈페이지 서비스 중단 안내(11월 18일(금) 오후 22:00 - 11월 19일(토) 오전 3시),,,2016.11.18,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2114,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,기관소식｜[재상영 공지] <바바라>,,,2016.11.22,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2115,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[휴관안내]11월 28일은 네번째 월요일로 휴관입니다.,,,2016.11.24,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2116,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[운영시간안내]11월 30일은 '문화가 있는 수요일'로 운영시간이 조정됩니다.,,,2016.11.24,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2117,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[신착자료] 12월 영상도서관 DVD/블루레이 신착자료 안내입니다.,,,2016.11.30,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2118,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,KOFA｜주한 외교단과 함께 하는 월드 시네마 위크,,,2016.12.02,첨부파일,1유형,,개방 가능,공공누리 2~4유형,,,,,O,O,,"영화 소개 스틸컷, 공연 연주자 소개",
2119,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,기관소식｜공사에 의한 시네마테크KOFA 휴관 안내,,,2016.12.06,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2120,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,기관소식｜[한국고전영화컬렉션] <귀로> 디비디 관련,,,2016.12.09,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2121,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[휴관안내]12월12일은 두 번째 월요일로 휴관입니다.,,,2016.12.09,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2122,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[휴관안내]12월 26일은 네번째 월요일로 휴관입니다.,,,2016.12.20,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2123,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[안내] 한국영상자료원 2017년 탁상달력 무료제공 이벤트,,,2016.12.20,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2124,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,기관소식｜공공기관 고객만족도조사 관련 개인정보 제3자 제공사항 공지,,,2016.12.21,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2125,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[운영시간안내]12월 28일은 '문화가 있는 수요일'로 운영시간이 조정됩니다.,,,2016.12.27,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2126,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[휴관일 변경안내]영상도서관 상암 휴관일이 변경됩니다!,,,2016.12.28,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2127,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[신착자료] 1월 영상도서관 DVD/블루레이 신착자료 안내입니다.,,,2017.01.03,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2128,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[휴관안내]1월 9일은 월요일로 영상도서관 휴관입니다.,,,2017.01.06,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2129,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,기관소식｜한국영상자료원 홈페이지 전면 개편 오픈,,,2017.01.16,,1유형,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2130,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,"기관소식｜[이벤트]정형돈, 한예리, 박소담, 여자친구가 함께 한 홍보 동영상",,,2017.01.16,,1유형,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
2131,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[운영시간안내] 1월 18일은 한국영상자료원 창립기념일로 운영시간이 조정됩니다.,,,2017.01.17,,1유형,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2132,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[휴관안내]1월 23일은 월요일로 영상도서관 휴관입니다.,,,2017.01.17,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2133,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[운영시간안내] 1월 25일은 '문화가 있는 수요일'로 운영시간이 조정됩니다,,,2017.01.23,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2134,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[휴관안내] 설 연휴 [1.27.(금)~1.30.(월)] 휴관입니다,,,2017.01.23,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2135,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,KOFA｜시네마테크KOFA 온라인 예매(맥스무비) 정상화 안내,,,2017.01.31,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2136,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[신착자료] 2월 영상도서관 DVD/블루레이 신착자료 안내입니다.,,,2017.01.31,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2137,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,기관소식｜[이벤트발표]시네마테크KOFA가 주목한 2016년 한국영화 관객 투표,,,2017.02.01,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2138,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,기관소식｜[이벤트발표] 여자친구 동영상 보고 퀴즈 맞히기 이벤트,,,2017.02.01,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2139,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[휴관안내]2월 6일은 월요일로 영상도서관 휴관입니다.,,,2017.02.06,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2140,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,기관소식｜기관홈페이지 만족도 온라인 설문조사 당첨자 발표,,,2017.02.09,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2141,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[휴관안내] 영상도서관 2월 휴관일 안내입니다.,,,2017.02.10,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2142,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,KOFA｜로버트 알트만 X 폴 토마스 앤더슨 상영일정 변경,,,2017.02.14,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2143,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,기관소식｜<문라이트> 시사회 초대 트위터 이벤트 당첨자 발표,,,2017.02.17,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2144,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[운영시간안내] 2월 22일은 '문화가 있는 수요일'로 운영시간이 조정됩니다,,,2017.02.21,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2145,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,기관소식｜카카오톡에서 만나는 한국영상자료원,,,2017.02.23,,미부착,,개방 가능,공공누리 2~4유형,,,,,O,,,영상자료원 소개 웹툰 이모티콘,
2146,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[운영시간안내] 3월 1일은 삼일절(공휴일)로 운영시간이 조정됩니다.,,,2017.02.24,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2147,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,"KOFA｜2월 28일 16시 10분, 맥스무비 예매 종료",,,2017.02.28,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2148,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,KOFA｜시네마테크KOFA 온라인 예매 절차 변경 안내,,,2017.02.28,,1유형,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2149,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[신착자료_상암] 3월 영상도서관 DVD/블루레이 신착자료 안내입니다.,,,2017.03.07,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2150,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[휴관안내] 영상도서관 3월 휴관일 안내입니다.,,,2017.03.15,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2151,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,기관소식｜<분노> 시사회 초대 트위터 이벤트 당첨자 발표,,,2017.03.20,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2152,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[운영시간안내] 3월 29일은 '문화가 있는 수요일'로 운영시간이 조정됩니다,,,2017.03.23,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2153,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,KOFA｜시네마테크KOFA 온라인 예매시스템 회원제 연동 안내,,,2017.03.31,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2154,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[휴관안내] 영상도서관 4월 휴관일 안내입니다.,,,2017.04.01,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2155,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[신착자료_상암] 4월 영상도서관 DVD/블루레이 신착자료 안내입니다.,,,2017.04.01,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2156,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,KOFA｜[이벤트] 4월 시네마테크KOFA '안성기展' 연계 발간물 특별 할인,,,2017.04.12,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2157,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,박물관｜2017 <영화약국 마음처방전> 참여자 모집 기간 연장,,,2017.04.19,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2158,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[운영시간안내] 4월 26일은 '문화가 있는 수요일'로 운영시간이 조정됩니다 .,,,2017.04.21,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2159,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[휴관안내] 영상도서관 5월 휴관일 안내입니다.,,,2017.04.21,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2160,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,박물관｜[휴관안내] 한국영화박물관 5월 휴관일 안내입니다.,,,2017.04.21,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2161,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,기관소식｜[임시휴관안내] 제19대 대통령선거일(2017년 5월 9일 화요일),,,2017.04.24,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2162,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,박물관｜2017 <영화약국 마음처방전> 참여자 발표,,,2017.04.25,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2163,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,KOFA｜[임시휴관안내] 제19대 대통령선거일(2017년 5월 9일 화요일),,,2017.04.25,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2164,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,"도서관｜[이용시간 안내]5월3일,5일은 석가탄신일(공휴일), 어린이 날(공휴일)로 운영시간이 조정됩니다",,,2017.04.26,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2165,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,"박물관｜[이용 안내] 5월 3일, 5일 운영시간 안내",,,2017.04.26,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2166,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,기관소식｜<언노운 걸> 예매권 SNS 이벤트 당첨자,,,2017.04.27,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2167,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,기관소식｜<석조저택 살인사건> 시사회 트위터 당첨자 안내,,,2017.04.28,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2168,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[신착자료_상암] 5월 영상도서관 DVD/블루레이 신착자료 안내입니다.,,,2017.05.03,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2169,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,"기관소식｜구글스트리트뷰(한국영화박물관, 파주보존센터) 오픈",,,2017.05.11,,1유형,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
2170,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,기관소식｜한국영상자료원 1층 주출입구 폐쇄 안내,,,2017.05.17,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2171,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,"KOFA｜[이벤트] 5월 시네마테크KOFA '발굴, 복원 그리고 초기영화로의 초대 ' 연계 발간물 특별 할인",,,2017.05.18,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2172,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,기관소식｜기관 대표 홈페이지 변경 사항을 알려드립니다,,,2017.05.25,,1유형,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
2173,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,"박물관｜""한국영화와 대중가요, 그 100년의 만남"" 특별 강연 & 박물관 속 토크",,,2017.05.25,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
2174,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[운영시간안내] 5월 31일은 '문화가 있는 수요일'로 운영시간이 조정됩니다 .,,,2017.05.30,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2175,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,박물관｜대중음악연구자 이준희와 함께 하는 축음기&전축 시연 이벤트,,,2017.05.30,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
2176,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[신착자료_상암] 6월 영상도서관 DVD/블루레이 신착자료 안내입니다.,,,2017.05.31,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2177,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,박물관｜[이용안내] 한국영화박물관(상설전시) 오디오 가이드 이용 안내,,,2017.06.02,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2178,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,박물관｜[휴관안내] 한국영화박물관 6월 휴관일 안내입니다.,,,2017.06.02,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2179,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[휴관안내] 영상도서관 6월 휴관일 안내입니다.,,,2017.06.06,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2180,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[이용시간 안내]6월6일(현충일)로 운영시간이 조정됩니다,,,2017.06.06,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2181,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,기관소식｜[국제심포지엄] 냉전 시대 ‘자유아시아’의 문화/미디어 네트워크,,,2017.06.20,,1유형,,개방 가능,공공누리 2~4유형,,,,,O,,,"행사 포스터, 강사소개 사진 ",
2182,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,기관소식｜6월 '문화가 있는 날' 행사 안내,,,2017.06.26,,미부착,,개방 가능,공공누리 2~4유형,,,,,O,O,,"상영작 소개 인물스틸컷1장, 포스터 2장",
2183,한국영상자료원,HOME > 기관소개 > 기관소식 > 공지사항,공지사항,도서관｜[운영시간안내] 6월 28일은 '문화가 있는 수요일'로 운영시간이 조정됩니다 .,,,2017.06.26,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
