Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,O,O.1,O.2,O.3,O.4,O.5,Unnamed: 21,Unnamed: 22,Unnamed: 23
,대구광역시 수성구청 공공저작물 권리확인 대상 목록,,,,,,,,,,,,,,,,,,,,,,
,순번,사이트명,게시판 진입 과정,게시판명,게시물 제목,URL,첨부파일,등록일,작성자,기존 공공누리 유형,,개방여부,공공누리유형,,검토불가,단순/업무/비보호,제3자 권리,이미지/첨부파일,초상권,개인정보,의견,비고,
,77,대구광역시 수성구청,HOME > 민원정보 > 종합안내 > 민원신청서식 및 편람,민원신청서식,건강기능식품영업 폐업신고서,,hwp ,2023.04.19,식품위생과,4유형,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,,
,78,대구광역시 수성구청,HOME > 민원정보 > 종합안내 > 민원신청서식 및 편람,민원신청서식,(공중)영업자지위승계신고서,,hwp ,2020.12.21,식품위생과,4유형,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,,
,79,대구광역시 수성구청,HOME > 민원정보 > 종합안내 > 민원신청서식 및 편람,민원신청서식,일반게임제공업 허가신청서,,hwp ,2020.12.21,식품위생과,4유형,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,,
,80,대구광역시 수성구청,HOME > 민원정보 > 종합안내 > 민원신청서식 및 편람,민원신청서식,청소년게임제공업ㆍ인터넷컴퓨터게임시설제공업 등록신청서,,hwp ,2020.12.21,식품위생과,4유형,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,,
,81,대구광역시 수성구청,HOME > 민원정보 > 종합안내 > 민원신청서식 및 편람,민원신청서식,복합유통게임제공업신고서,,hwp ,2020.12.21,식품위생과,4유형,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,,
,82,대구광역시 수성구청,HOME > 민원정보 > 종합안내 > 민원신청서식 및 편람,민원신청서식,"(게임제작,게임배급청소년게임제공,인터넷컴퓨터게임시설제공,복합유통게임제공일반게임제공)업허가·등록또는신고사항변경신청서",,hwp ,2020.12.21,식품위생과,4유형,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,,
,83,대구광역시 수성구청,HOME > 민원정보 > 종합안내 > 민원신청서식 및 편람,민원신청서식,식품영업자 지위승계 신고서,,hwp ,2023.04.19,식품위생과,4유형,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,,
,84,대구광역시 수성구청,HOME > 민원정보 > 종합안내 > 민원신청서식 및 편람,민원신청서식,(게임)폐업신고서,,hwp ,2020.12.21,식품위생과,4유형,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,,
,85,대구광역시 수성구청,HOME > 민원정보 > 종합안내 > 민원신청서식 및 편람,민원신청서식,(공중)영업신고서,,hwp ,2020.12.21,식품위생과,4유형,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,,
,86,대구광역시 수성구청,HOME > 민원정보 > 종합안내 > 민원신청서식 및 편람,민원신청서식,(공중)영업신고증재교부신청서,,hwp ,2020.12.21,식품위생과,4유형,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,,
,87,대구광역시 수성구청,HOME > 민원정보 > 종합안내 > 민원신청서식 및 편람,민원신청서식,자동차세 (일할계산신청·연세액납부승계동의),,hwp ,2023.06.26,세무2과,4유형,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,,
