Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
,63,안성 문화관광,HOME > 안성맞춤천문과학관 > 포토갤러리,[천체사진] 달(월령 7.4),"천문과학관 주관측실
TMB 252mm ED f/9 굴절망원경(f=2,250mm)
Paramount ME 적도의

Canon EOS 6D
ISO 800, 1/640s
2021/07/17 19:58

ㅡ 반달",2021-07-20 00:00:00,0,1,0,제2유형,제1유형,촬영자의 동의서,
,64,안성 문화관광,HOME > 안성맞춤천문과학관 > 포토갤러리,[천체사진] 안성 죽산면 야경,"Canon EOS 6D
EF 24-105mm f/4L
2021/07/26 21:21~21:50

ㅡ 죽산면 위로 떠오른 전갈자리",2021-07-31 00:00:00,0,1,0,제2유형,제1유형,촬영자의 동의서,
,65,안성 문화관광,HOME > 안성맞춤천문과학관 > 포토갤러리,[천체사진] 안성 죽주산성 동벽포루,"안성 죽주산성
Canon EOS 800D
Tokina 11-16mm (11mm)
2021/07/27 01:27~03:02

ㅡ 안성 죽주산성 동벽포루에서 촬영한 북쪽 밤하늘의 일주운동",2021-08-07 00:00:00,0,1,0,제2유형,제1유형,촬영자의 동의서,
,66,안성 문화관광,HOME > 안성맞춤천문과학관 > 포토갤러리,[천체사진] 목성,"주관측실
TMB 252mm f/9 ED 굴절망원경 (f=2,250mm)
Paramount ME II 적도의

ZWO ASI 290MC
ZWO ADC
AutoStakkert! 합성
2021/08/07 23:58

ㅡ 주망원경으로 촬영한 목성입니다.",2021-08-11 00:00:00,0,1,0,제2유형,제1유형,촬영자의 동의서,
,67,안성 문화관광,HOME > 안성맞춤천문과학관 > 포토갤러리,[천체사진] 별똥별,"안성 불현리
Canon EOS 750D
EF-S 18-55mm f/3.5-5.6 IS
2018/08/03 02:21

ㅡ 밤하늘에 떨어진 별똥별",2021-08-12 00:00:00,0,1,0,제2유형,제1유형,촬영자의 동의서,
,68,안성 문화관광,HOME > 안성맞춤천문과학관 > 포토갤러리,[천체사진] 20210908_태양흑점,"천문과학관 주관측실

TMB 252mm ED f/9 굴절망원경(f=2,250mm)
Paramount ME II 적도의

Canon EOS 6D
ISO 400, 1/500S
2021/09/08 16:00

- 태양흑점",2021-09-08 00:00:00,0,1,0,제2유형,제1유형,촬영자의 동의서,
,69,안성 문화관광,HOME > 안성맞춤천문과학관 > 포토갤러리,[천체사진] 목성,"주관측실
TMB 252mm f/9 ED 굴절망원경 (f=2,250mm)
Paramount ME II 적도의

ZWO ASI 290MC CCD카메라
ZWO ADC 대기수차조절필터
Televue Powermate 2X 바로우렌즈
AutoStakkert! 합성
2021/09/17

ㅡ 주망원경으로 촬영한 목성입니다.",2021-09-19 00:00:00,0,1,0,제2유형,제1유형,촬영자의 동의서,
,70,안성 문화관광,HOME > 안성맞춤천문과학관 > 포토갤러리,[천체사진] 박두진문학관 - 계단에서,"박두진문학관
Canon EOS 800D
EF-S 11-16mm f/2.8 (16mm)
2021/09/05 03:44

ㅡ 옥상정원으로 향하는 계단
ㅡ 백조자리가 저물어 갑니다",2021-09-19 00:00:00,0,1,0,제2유형,제1유형,촬영자의 동의서,
,71,안성 문화관광,HOME > 안성맞춤천문과학관 > 포토갤러리,[천체사진] 한가위 보름달(월령 14.5),"천문과학관 주관측실
TMB 254mm ED f/9 굴절망원경(f=2,250mm)
Paramount ME 적도의

Canon EOS 6D
ISO 800, 1/1600S
2021/09/21 21:55",2021-09-23 00:00:00,0,1,0,제2유형,제1유형,촬영자의 동의서,
,72,안성 문화관광,HOME > 안성맞춤천문과학관 > 포토갤러리,[천체사진] 목성,"주관측실
TMB 254mm f/9 ED 굴절망원경(f=2,250mm)
Paramount ME II 적도의

ZWO ASI 290MC
Televue Powermate 2X Barlow Lens
2021/09/21 22:42:26

Autostakkert! 합성 : Registax 6 wavelet 처리",2021-09-30 00:00:00,0,1,0,제2유형,제1유형,촬영자의 동의서,
